TransactionID,Items
1928,"cheese,eggs,milk,beer,garlic,water,orange"
1929,"potato,diaper,milk,bread"
1930,"garlic,bread,pasta"
1931,"eggs,napkin,carrot"
1932,"cola,rice,eggs"
1933,"almond_milk,jam,toothpaste"
1934,"chips,cookies,pasta"
1935,"toothpaste,pasta,milk"
1936,"tea,napkin,cola,chips,carrot,shampoo"
1937,"cola,milk,bread,sugar"
1938,"beer,diaper,bread,cookies,milk,cola"
1939,"bread,milk"
1940,"apple,bread,milk,spinach"
1941,"tea,bread,eggs,chips"
1942,"diaper,chips,milk"
1943,"bread,jam"
1944,"bread,eggs"
1945,"bread,eggs"
1946,"soap,milk"
1947,"milk,beer,bread"
1948,"bread,beer,sugar,diaper"
1949,"diaper,oil,bread"
1950,"bread,diaper"
1951,"honey,bread,eggs"
1952,"milk,beer,apple,yogurt"
1953,"milk,chicken,water,eggs"
1954,"sugar,diaper,bread"
1955,"beef,milk,shampoo"
1956,"peanut_butter,rice"
1957,"milk,eggs,chicken"
1958,"bread,cola"
1959,"beef,flour"
1960,"milk,tea,bread,toothpaste,yogurt,eggs"
1961,"banana,chocolate,milk,bread,vinegar,spinach,beer"
1962,"bread,diaper,milk"
1963,"milk,diaper,eggs,cola"
1964,"milk,diaper"
1965,"milk,bread"
1966,"pasta,bread"
1967,"nuts,bread"
1968,"diaper,milk,bread,apple,flour"
1969,"pasta,diaper"
1970,"cola,diaper,chocolate,bread"
1971,"water,bread,pasta"
1972,"banana,cookies"
1973,"bread,toothpaste,watermelon"
1974,"diaper,rice,vinegar"
1975,"cereal,bread"
1976,"apple,milk"
1977,"salt,nuts,peanut_butter,jam,beer"
1978,"cookies,bread,beer,spinach"
1979,"bread,banana,toothpaste"
1980,"bread,apple"
1981,"toothpaste,pasta,diaper,shampoo"
1982,"cucumber,bread,pasta,diaper,butter"
1983,"milk,bread"
1984,"toothpaste,napkin"
1985,"beer,cereal,cola,milk"
1986,"cereal,apple"
1987,"bread,milk"
1988,bread
1989,"watermelon,milk,cheese,chocolate"
1990,"cola,bread,diaper,chips"
1991,"toothpaste,apple"
1992,"beer,chips,milk,bread"
1993,"tea,bread,carrot,cucumber"
1994,"ketchup,butter"
1995,"pasta,diaper"
1996,"oil,chocolate,apple,orange"
1997,"milk,banana"
1998,"chicken,bread,milk,rice,diaper"
1999,"bread,flour,eggs"
2000,"chocolate,bread"
2001,"chips,bread"
2002,"cookies,cucumber"
2003,"cola,rice"
2004,"banana,diaper,bread,tea,chicken"
2005,"bread,milk"
2006,"bread,carrot,lettuce"
2007,"diaper,cereal,bread,eggs"
2008,"beer,bread,milk"
2009,"bread,toothpaste"
2010,"bread,tea,milk"
2011,"coffee,bread,cookies"
2012,beer
2013,"soap,milk"
2014,"diaper,water,tea,bread"
2015,"bread,tomato"
2016,"chips,bread,watermelon"
2017,"honey,chips,bread,cola,banana,shampoo"
2018,"soap,milk"
2019,"diaper,bread,juice,soap,spinach"
2020,"cereal,bread,spinach"
2021,"milk,diaper,cereal,butter"
2022,"bread,banana,lettuce"
2023,"bread,soy_sauce"
2024,"diaper,milk"
2025,"toothpaste,beer,cheese"
2026,"yogurt,soap"
2027,"beer,eggs"
2028,"cola,tea,diaper"
2029,"beer,banana,toothpaste"
2030,"toothpaste,milk,bread,soy_sauce"
2031,apple
2032,"juice,bread,diaper,salt,oil,orange,milk"
2033,"salt,cucumber"
2034,"milk,tea,bread,carrot,toothpaste"
2035,"bread,carrot,diaper"
2036,"soap,bread,coffee,oil"
2037,diaper
2038,"bread,apple"
2039,"bread,pasta,toothpaste"
2040,"beer,diaper"
2041,"toothpaste,milk,bread,water"
2042,pasta
2043,"bread,coffee,shampoo"
2044,"apple,tea,juice,eggs,cereal"
2045,"bread,peanut_butter,cola"
2046,"bread,chips,pasta,apple"
2047,"orange,eggs,milk,chocolate,tea"
2048,"yogurt,chocolate"
2049,bread
2050,"sugar,bread,milk,cola"
2051,"banana,chicken"
2052,"apple,chocolate"
2053,milk
2054,"apple,cheese,bread,milk,garlic"
2055,"milk,diaper,bread"
2056,"rice,peanut_butter,toothpaste,bread"
2057,"pasta,bread,yogurt"
2058,"banana,diaper"
2059,"salt,milk,bread"
2060,"water,bread,cereal"
2061,"yogurt,soap,beef,bread,carrot"
2062,"rice,soap,spinach"
2063,"butter,diaper"
2064,"salt,beer,jam"
2065,"diaper,bread,chips"
2066,"chips,eggs"
2067,"bread,oil,apple,cucumber,butter"
2068,"bread,milk"
2069,"bread,milk,diaper,beef"
2070,"eggs,milk"
2071,"chocolate,bread,apple"
2072,"diaper,flour,juice,bread"
2073,"tomato,diaper,shampoo,eggs,milk"
2074,"shampoo,chips,chocolate,pasta,milk"
2075,"bread,salt,milk,diaper"
2076,"diaper,beer"
2077,"eggs,chocolate"
2078,"eggs,bread,rice,juice,watermelon,beef"
2079,milk
2080,"eggs,toothpaste,milk,bread,chocolate"
2081,"bread,banana"
2082,"onion,diaper,beer"
2083,"bread,oil,tomato"
2084,"milk,chocolate,bread"
2085,"milk,cereal,oil"
2086,"soap,milk,coffee"
2087,"honey,diaper"
2088,"bread,diaper,beer,eggs"
2089,"bread,toothpaste,diaper"
2090,"bread,butter,banana"
2091,"soap,chips"
2092,"mayonnaise,onion"
2093,"rice,milk,bread,beer"
2094,"flour,bread"
2095,"diaper,cola,bread,beer,coffee"
2096,"bread,ketchup,beer,apple,diaper"
2097,"tomato,cucumber"
2098,"bread,orange"
2099,"eggs,oil,toothpaste,chocolate,beer"
2100,"diaper,cola"
2101,"bread,beer"
2102,"cola,diaper,sugar"
2103,"beer,milk,chips,watermelon"
2104,"soy_sauce,yogurt,bread,chocolate,chips"
2105,"eggs,chicken,watermelon"
2106,"beer,banana"
2107,milk
2108,"milk,beer,diaper"
2109,"eggs,bread"
2110,"cookies,beer,tea,toothpaste,pasta,bread,diaper"
2111,"milk,napkin"
2112,"coffee,cheese"
2113,"milk,honey,beer"
2114,bread
2115,"orange,banana"
2116,"lettuce,soy_sauce"
2117,"peanut_butter,bread"
2118,"tea,yogurt,banana,bread"
2119,"ketchup,bread,nuts,cola"
2120,"bread,yogurt,eggs"
2121,"butter,sugar,chips,milk"
2122,"potato,bread"
2123,"chocolate,banana,bread"
2124,"juice,bread,diaper,pasta"
2125,"beer,chocolate"
2126,"milk,honey"
2127,"milk,butter"
2128,"soap,milk,onion,chips"
2129,"banana,bread,beer"
2130,"milk,jam"
2131,"eggs,diaper"
2132,"diaper,eggs,bread,lettuce"
2133,"shampoo,diaper"
2134,"nuts,yogurt"
2135,bread
2136,"chips,bread,peanut_butter"
2137,"eggs,chips,apple,bread,pasta,watermelon"
2138,cola
2139,"oil,bread"
2140,"milk,bread"
2141,"garlic,milk,eggs,tomato"
2142,"apple,milk"
2143,"eggs,cola,diaper,bread"
2144,"shampoo,water"
2145,"diaper,banana"
2146,"milk,cheese,tomato,eggs"
2147,"beer,pasta,orange,chips"
2148,"apple,diaper,chocolate"
2149,bread
2150,"banana,milk,tea"
2151,"carrot,diaper,bread"
2152,"cheese,diaper"
2153,"soap,diaper"
2154,"bread,milk"
2155,"cheese,honey,apple"
2156,"banana,cola,bread"
2157,"chips,water"
2158,"bread,jam,beer,chicken,milk"
2159,"bread,yogurt"
2160,"vinegar,beer,bread"
2161,"milk,diaper"
2162,"milk,chocolate,salt"
2163,"cookies,milk,sugar,diaper,honey,juice,bread,chocolate"
2164,"bread,yogurt"
2165,"milk,chicken,diaper,apple"
2166,"chips,diaper"
2167,"beer,salt,cucumber,bread"
2168,"chips,bread"
2169,bread
2170,"shampoo,beer"
2171,"bread,nuts"
2172,"nuts,vinegar,onion"
2173,"milk,butter,bread,potato"
2174,"chips,orange"
2175,bread
2176,"bread,flour,chicken"
2177,"carrot,beer,bread,cola"
2178,"soap,peanut_butter,milk"
2179,"milk,bread"
2180,"napkin,soap,rice"
2181,"bread,cucumber"
2182,bread
2183,"bread,banana,cola"
2184,"chicken,milk,beer,bread,eggs"
2185,"bread,diaper,peanut_butter,oil,cola,butter"
2186,"milk,bread"
2187,"oil,chocolate"
2188,"napkin,pasta"
2189,"jam,bread"
2190,soap
2191,"milk,watermelon,bread"
2192,"bread,eggs,cola"
2193,"milk,bread"
2194,"rice,beer,milk,diaper"
2195,"cola,eggs,beer"
2196,"chocolate,lettuce,bread"
2197,milk
2198,"bread,milk"
2199,"cereal,diaper,bread,rice"
2200,"milk,bread,butter,diaper"
2201,"rice,bread,eggs"
2202,"eggs,milk,nuts"
2203,bread
2204,"bread,eggs,diaper"
2205,"bread,shampoo"
2206,"banana,cucumber,eggs,milk"
2207,"orange,apple"
2208,"coffee,cola,bread,milk,rice,beer"
2209,"vinegar,milk,eggs,diaper"
2210,diaper
2211,"jam,beef,flour,nuts"
2212,"bread,shampoo,rice"
2213,ketchup
2214,"soap,bread,eggs,milk,pasta"
2215,"diaper,pasta,bread,tomato,chocolate,carrot,napkin"
2216,"honey,beer,lettuce,cola"
2217,"shampoo,jam"
2218,"beer,soy_sauce,milk"
2219,cola
2220,"chips,beer"
2221,"cucumber,cheese,milk"
2222,"eggs,shampoo,bread,carrot,chips,soap"
2223,"milk,yogurt"
2224,bread
2225,"banana,bread"
2226,"beer,soap"
2227,milk
2228,"milk,flour,soap"
2229,"bread,milk,almond_milk"
2230,"banana,bread"
2231,"eggs,diaper"
2232,"chocolate,beer,cucumber,bread,milk"
2233,"milk,apple"
2234,"milk,banana,shampoo,bread"
2235,"apple,milk"
2236,"apple,chips"
2237,"diaper,napkin,beer"
2238,"beer,milk"
2239,"cereal,eggs,beer,bread"
2240,"lettuce,beer,chicken"
2241,"milk,cola,bread"
2242,"apple,milk,chicken"
2243,"diaper,bread,yogurt"
2244,"beer,bread,tea,chocolate"
2245,"bread,milk"
2246,"milk,bread,pasta"
2247,"pasta,bread"
2248,"eggs,milk,shampoo,salt"
2249,"milk,vinegar"
2250,eggs
2251,"bread,banana"
2252,"bread,eggs"
2253,"beer,bread,diaper,mayonnaise"
2254,"sugar,apple,tea,shampoo,flour"
2255,"beer,chocolate,bread,orange"
2256,"bread,pasta,apple,eggs"
2257,"soap,lettuce"
2258,"soap,diaper,toothpaste"
2259,beer
2260,beer
2261,"bread,milk,chocolate"
2262,"chips,bread,nuts,carrot,eggs"
2263,"milk,mayonnaise,diaper,salt"
2264,"diaper,toothpaste"
2265,"soap,diaper"
2266,"diaper,cereal,butter,milk"
2267,"milk,diaper,juice,chocolate"
2268,"eggs,soap,apple"
2269,"beef,cola,bread,milk,tomato,diaper"
2270,"diaper,bread,salt"
2271,"bread,onion"
2272,"chicken,ketchup,yogurt"
2273,"milk,honey,bread,jam"
2274,"beer,bread,chips"
2275,"bread,chicken,chips,sugar,watermelon"
2276,"toothpaste,diaper"
2277,"apple,bread,milk,beer,orange"
2278,"bread,banana,chocolate,soap"
2279,"jam,diaper,beer,apple,bread"
2280,"rice,cookies"
2281,"eggs,coffee,apple"
2282,"chips,apple,bread"
2283,"beer,diaper"
2284,"bread,butter"
2285,"bread,milk"
2286,"milk,garlic,watermelon"
2287,"toothpaste,bread"
2288,"cucumber,bread,apple,salt,spinach"
2289,"diaper,bread,toothpaste"
2290,"eggs,juice"
2291,"bread,diaper"
2292,"diaper,beef"
2293,"apple,rice"
2294,"soap,napkin,milk,bread,potato,nuts"
2295,"beef,bread,ketchup,potato"
2296,"chips,bread,apple"
2297,"milk,bread,cola,chocolate,beer"
2298,"salt,cucumber"
2299,bread
2300,"orange,cola,flour,shampoo"
2301,"apple,bread,beef,toothpaste"
2302,"beer,bread"
2303,"mayonnaise,diaper,bread,beer"
2304,"banana,milk"
2305,"jam,cheese,apple,vinegar"
2306,cereal
2307,"bread,diaper"
2308,"milk,chips,eggs"
2309,"bread,milk"
2310,"eggs,rice,diaper"
2311,"bread,cereal,garlic,butter,milk,soap"
2312,"milk,toothpaste,eggs"
2313,"honey,toothpaste"
2314,"milk,bread,peanut_butter"
2315,"pasta,bread"
2316,"orange,bread,ketchup"
2317,"chocolate,beer,bread,eggs"
2318,milk
2319,"tea,bread,milk"
2320,"eggs,flour,diaper,bread"
2321,"bread,beer"
2322,"milk,cola"
2323,"bread,chips"
2324,"watermelon,nuts,orange,banana,chicken"
2325,"tea,beer"
2326,"rice,bread"
2327,"diaper,cereal"
2328,"flour,onion,eggs,apple"
2329,"cola,bread,diaper"
2330,"watermelon,bread,cheese"
2331,"bread,milk,cola,diaper,chips"
2332,"butter,orange,chips,bread"
2333,"milk,bread"
2334,"beer,eggs,carrot"
2335,"sugar,bread"
2336,"milk,chips,bread,beef"
2337,"oil,bread"
2338,"bread,chips"
2339,shampoo
2340,"banana,bread,cereal"
2341,"milk,shampoo"
2342,"diaper,cereal,banana,bread"
2343,"cola,milk"
2344,"tea,beer,chocolate"
2345,"bread,milk,butter,diaper,beer"
2346,"eggs,peanut_butter,chips,bread"
2347,spinach
2348,"bread,chips,yogurt,cola,butter"
2349,"diaper,bread,coffee"
2350,rice
2351,"almond_milk,bread"
2352,"milk,eggs,apple,beer,rice"
2353,"cola,bread,eggs,beer"
2354,"coffee,milk"
2355,"milk,beef"
2356,"beer,pasta,bread"
2357,"rice,napkin"
2358,"diaper,eggs,cookies"
2359,"chips,beer,apple"
2360,"bread,cola,beef,beer,banana"
2361,milk
2362,"bread,beer"
2363,"apple,chocolate,beef,honey,napkin,bread,milk"
2364,"spinach,pasta,bread"
2365,beer
2366,"vinegar,bread,oil,juice"
2367,"diaper,apple,cereal,bread,honey"
2368,"banana,chips,soy_sauce,bread,pasta"
2369,beer
2370,"milk,eggs,bread,beef"
2371,"onion,bread,honey,banana,diaper,chocolate"
2372,"beer,cola,banana"
2373,"bread,milk,diaper,apple,honey,banana"
2374,"beer,milk,bread"
2375,"rice,vinegar,bread,cola,apple"
2376,"bread,milk"
2377,"water,milk,juice"
2378,"chicken,watermelon,soap,bread,coffee"
2379,"lettuce,cola,cheese,bread,coffee"
2380,"garlic,apple"
2381,"cola,coffee,milk,bread"
2382,"sugar,beer,milk"
2383,"soy_sauce,rice,bread,diaper"
2384,"rice,milk,eggs"
2385,"cola,butter,toothpaste,milk"
2386,"beer,spinach,cheese,milk,sugar,soap"
2387,"bread,chocolate,diaper"
2388,"shampoo,milk,bread,orange,rice"
2389,"napkin,potato"
2390,"pasta,bread,apple"
2391,"beer,milk"
2392,"banana,chocolate,eggs"
2393,"bread,milk"
2394,"cheese,diaper"
2395,"bread,water"
2396,"milk,cucumber,soap"
2397,"eggs,milk"
2398,toothpaste
2399,"eggs,yogurt,beer"
2400,"milk,eggs"
2401,"butter,bread,beef,milk"
2402,"beer,diaper,cookies"
2403,"rice,diaper"
2404,"milk,beer,apple,bread"
2405,"potato,chips,milk"
2406,cereal
2407,"bread,toothpaste,cookies,beef,apple"
2408,"cola,diaper,bread"
2409,"flour,milk,yogurt"
2410,"milk,bread,rice,garlic"
2411,"bread,diaper,eggs,milk"
2412,"milk,bread,butter"
2413,"bread,pasta,milk"
2414,"cereal,chicken"
2415,"bread,coffee,chips"
2416,"rice,cheese"
2417,"chips,milk"
2418,"cola,bread"
2419,"bread,milk"
2420,"eggs,milk,bread,cucumber"
2421,"eggs,nuts,cola"
2422,"bread,eggs"
2423,"diaper,apple,bread"
2424,"peanut_butter,diaper"
2425,"diaper,apple"
2426,"milk,yogurt,peanut_butter,bread"
2427,"flour,eggs"
2428,"bread,chips"
2429,"rice,apple,milk"
2430,"milk,diaper,bread"
2431,"apple,diaper"
2432,toothpaste
2433,"cheese,apple,milk,soap"
2434,"cereal,cola"
2435,"soy_sauce,bread,toothpaste,diaper"
2436,"bread,pasta,beer"
2437,"bread,beer,yogurt,eggs,pasta,apple"
2438,"milk,beer"
2439,"shampoo,cola,chips,diaper,chocolate,bread"
2440,"bread,chips,cereal"
2441,"milk,beer,onion"
2442,"cereal,salt,bread,cola,tea"
2443,"bread,ketchup"
2444,"bread,toothpaste"
2445,"milk,bread,eggs"
2446,"diaper,apple"
2447,"chocolate,spinach"
2448,"tea,oil"
2449,"milk,chips,diaper"
2450,"cola,soap"
2451,"bread,rice"
2452,"milk,bread"
2453,"banana,beef,milk"
2454,"milk,yogurt,oil"
2455,"eggs,bread,butter,vinegar"
2456,"yogurt,bread"
2457,"napkin,milk"
2458,"bread,cola,beer,soap,milk"
2459,"bread,apple,diaper"
2460,"eggs,milk,cola"
2461,"water,sugar,tomato"
2462,"coffee,cereal,sugar,apple,eggs,cheese"
2463,"apple,beer,diaper,bread"
2464,"eggs,soap,rice"
2465,"apple,almond_milk"
2466,"diaper,bread,pasta,beer,cola"
2467,milk
2468,"diaper,milk"
2469,"chips,bread,milk,eggs,toothpaste"
2470,"chips,cucumber"
2471,"flour,watermelon,almond_milk,chocolate,eggs"
2472,"napkin,pasta,yogurt"
2473,bread
2474,"bread,rice,oil,beer"
2475,"bread,chocolate,cola"
2476,"bread,chips,coffee,salt,milk,cereal,nuts"
2477,"garlic,cola"
2478,"coffee,soap,bread"
2479,"eggs,rice,bread,beer,milk"
2480,"eggs,bread"
2481,"coffee,bread,milk,diaper"
2482,"apple,toothpaste"
2483,"beer,bread"
2484,"bread,banana,carrot,beef"
2485,"bread,diaper,rice"
2486,"coffee,chocolate"
2487,"bread,chicken,toothpaste"
2488,milk
2489,"water,bread"
2490,"toothpaste,milk"
2491,"banana,diaper,chocolate"
2492,"chocolate,coffee,bread"
2493,"diaper,cola,bread,toothpaste"
2494,"cheese,bread,toothpaste,eggs,tea"
2495,"bread,beef,milk,eggs"
2496,bread
2497,"bread,banana,diaper"
2498,"banana,bread,toothpaste"
2499,"oil,bread,beer,diaper"
2500,"bread,cookies,milk,eggs"
2501,"bread,yogurt"
2502,"apple,beer,diaper"
2503,"milk,diaper,shampoo"
2504,"napkin,chicken,honey,eggs,beer,beef,tomato"
2505,"bread,cola,watermelon"
2506,"carrot,garlic,bread,peanut_butter,chicken"
2507,"milk,lettuce"
2508,"milk,beef,yogurt,beer,bread"
2509,"milk,bread"
2510,"shampoo,sugar"
2511,"eggs,diaper"
2512,"toothpaste,cookies,soap,coffee"
2513,"chicken,bread"
2514,"beef,honey"
2515,"rice,beer,diaper,bread,eggs"
2516,"banana,bread,chips,beef"
2517,"diaper,tea,chips"
2518,"cookies,chocolate,bread"
2519,"beer,diaper"
2520,"beer,milk,diaper,tea"
2521,lettuce
2522,"bread,shampoo,coffee"
2523,"bread,shampoo"
2524,"yogurt,bread,milk,apple,diaper"
2525,"eggs,lettuce,diaper"
2526,"milk,chocolate,banana"
2527,"beer,diaper,eggs,cola"
2528,"butter,ketchup,cola"
2529,"shampoo,bread,diaper"
2530,"banana,bread,orange,rice,beer"
2531,"bread,eggs"
2532,"jam,shampoo,milk"
2533,"milk,orange"
2534,"bread,diaper"
2535,"chocolate,banana"
2536,"bread,pasta,milk"
2537,"bread,rice"
2538,"beer,milk,cucumber,shampoo"
2539,"tea,coffee"
2540,"cola,beer,bread,diaper"
2541,"ketchup,chocolate"
2542,"diaper,ketchup,bread,watermelon,pasta"
2543,"bread,potato,milk"
2544,"water,coffee,beer,bread"
2545,milk
2546,"salt,milk,cheese"
2547,"eggs,chicken,beer"
2548,"butter,milk,shampoo,chips"
2549,"shampoo,milk,diaper,bread,beer"
2550,"banana,peanut_butter"
2551,bread
2552,"bread,milk"
2553,"tea,banana,chocolate,milk"
2554,"spinach,bread,diaper"
2555,beer
2556,"bread,toothpaste,shampoo,milk"
2557,salt
2558,"chocolate,apple,diaper,bread,mayonnaise,milk"
2559,"shampoo,bread"
2560,"bread,diaper,beer,almond_milk"
2561,peanut_butter
2562,"eggs,milk,juice"
2563,"chips,salt"
2564,"bread,soy_sauce"
2565,"bread,butter"
2566,"diaper,beer,pasta"
2567,"milk,diaper,bread"
2568,"lettuce,chicken,milk,cola,diaper"
2569,"eggs,tea,beer,watermelon"
2570,"milk,cola"
2571,"eggs,bread"
2572,"diaper,soap,peanut_butter,beer,chocolate,chips"
2573,"chips,almond_milk"
2574,"rice,potato,milk"
2575,"apple,eggs"
2576,"diaper,pasta"
2577,"soap,apple,flour,salt,bread"
2578,"napkin,bread,onion"
2579,"milk,jam,bread,beer"
2580,"vinegar,cheese,peanut_butter,eggs"
2581,"banana,milk"
2582,"bread,beer,carrot,shampoo"
2583,"soy_sauce,flour,bread,beer,milk"
2584,"bread,beef,chocolate,cola"
2585,eggs
2586,"milk,diaper,tea,beef"
2587,"cereal,cola,chocolate"
2588,"bread,milk"
2589,"chicken,bread,beer,diaper"
2590,"cheese,bread,chocolate,honey"
2591,milk
2592,"butter,toothpaste,apple"
2593,"chicken,bread,milk"
2594,diaper
2595,"garlic,bread"
2596,"eggs,beer,milk,pasta"
2597,"bread,milk,diaper,chocolate"
2598,bread
2599,"banana,milk"
2600,"pasta,almond_milk,diaper,chips"
2601,"diaper,bread"
2602,"milk,diaper,oil,eggs,bread"
2603,"bread,honey"
2604,"diaper,milk,butter,cheese"
2605,"diaper,beer,cookies,nuts"
2606,"sugar,butter,cola,milk,bread"
2607,"diaper,bread,milk"
2608,"cola,pasta,oil"
2609,"bread,apple,milk,pasta,shampoo,chocolate"
2610,"shampoo,beer"
2611,chips
2612,"bread,coffee"
2613,"nuts,cola"
2614,"milk,banana"
2615,"eggs,cola,butter"
2616,"chocolate,bread"
2617,bread
2618,"bread,eggs,apple"
2619,"flour,bread,water"
2620,"bread,yogurt,chips,beer"
2621,chicken
2622,"eggs,bread,cola"
2623,"milk,oil,apple,beer"
2624,"potato,eggs,milk,peanut_butter,bread"
2625,"milk,watermelon,beer"
2626,"cola,bread,butter,chicken"
2627,"eggs,milk"
2628,"bread,milk,chips"
2629,"bread,beef"
2630,"salt,chips,bread,lettuce"
2631,"soap,cheese,butter,milk,spinach,eggs,salt"
2632,diaper
2633,"beer,diaper"
2634,"diaper,cucumber,yogurt"
2635,"beef,bread,toothpaste,cereal,milk,diaper"
2636,"cheese,milk"
2637,"bread,eggs"
2638,"bread,milk,eggs,cereal"
2639,"cucumber,bread,soap"
2640,"cookies,eggs,milk,chips"
2641,"bread,chocolate,milk"
2642,"watermelon,bread"
2643,"milk,beef,beer,bread"
2644,"milk,bread"
2645,"milk,apple"
2646,"milk,cola,bread"
2647,"bread,butter,cereal,milk"
2648,"nuts,beer,water,bread,eggs"
2649,"milk,shampoo,toothpaste"
2650,"pasta,bread"
2651,"beer,diaper"
2652,"bread,cola,cookies"
2653,"bread,beer"
2654,"cheese,eggs"
2655,"chocolate,rice,apple"
2656,"butter,cola,cheese,sugar,bread,watermelon,chips"
2657,"chicken,beef,beer,milk,water,pasta,chocolate"
2658,"chocolate,diaper"
2659,"toothpaste,orange,beer"
2660,apple
2661,tea
2662,milk
2663,"milk,shampoo"
2664,"beer,soap"
2665,"apple,diaper,napkin,oil"
2666,"beef,bread"
2667,"bread,banana"
2668,"butter,cola,tomato,milk"
2669,"bread,milk"
2670,"milk,onion,bread"
2671,"bread,honey,beer"
2672,"diaper,beer,pasta"
2673,"diaper,bread"
2674,"bread,cookies,rice"
2675,"bread,eggs,chips,pasta"
2676,"bread,mayonnaise"
2677,"diaper,milk,bread,beer"
2678,yogurt
2679,"flour,diaper,potato"
2680,"beer,sugar,milk,almond_milk,bread"
2681,"diaper,eggs,tomato,milk"
2682,"milk,bread,apple"
2683,"bread,toothpaste"
2684,"bread,yogurt,oil,soap"
2685,"beer,bread"
2686,"carrot,pasta,orange,bread,napkin"
2687,"eggs,milk"
2688,"cookies,milk,butter"
2689,"jam,bread"
2690,"cookies,bread,diaper,banana,cola"
2691,"bread,honey"
2692,"vinegar,bread"
2693,"mayonnaise,salt,cola"
2694,"banana,chocolate"
2695,"eggs,nuts"
2696,"soap,diaper"
2697,"cereal,eggs,pasta,salt"
2698,bread
2699,"milk,bread,diaper,water"
2700,"bread,soap"
2701,"peanut_butter,soap"
2702,"banana,water,chicken"
2703,"beer,soap"
2704,"onion,bread,nuts"
2705,bread
2706,"bread,cheese"
2707,"milk,apple"
2708,"diaper,chips,orange"
2709,"beer,bread,chips"
2710,"bread,milk,beef"
2711,"diaper,jam,milk,yogurt,eggs,apple"
2712,"soap,diaper,cola,bread"
2713,"chocolate,carrot,bread"
2714,"beer,bread"
2715,"milk,napkin"
2716,"mayonnaise,bread,oil"
2717,"diaper,garlic,almond_milk"
2718,"sugar,bread"
2719,rice
2720,"banana,bread,flour"
2721,"yogurt,diaper,milk"
2722,"cola,diaper,bread,chocolate,chips"
2723,"pasta,bread,garlic,chips,flour"
2724,"lettuce,potato"
2725,"honey,peanut_butter"
2726,"eggs,bread,onion,milk"
2727,"milk,watermelon,chips"
2728,"bread,beer,tea,beef,yogurt,potato"
2729,"butter,chocolate"
2730,"bread,coffee"
2731,"milk,jam,bread,pasta,garlic,beer"
2732,"chicken,bread,milk"
2733,"chips,eggs"
2734,"milk,bread,pasta,beer"
2735,"ketchup,cookies"
2736,"milk,vinegar"
2737,"jam,bread,eggs"
2738,"napkin,toothpaste,cheese"
2739,"milk,bread,almond_milk,banana"
2740,"diaper,oil,soap"
2741,"carrot,beer,chocolate,oil,milk"
2742,"milk,cola,beer"
2743,"mayonnaise,bread,yogurt,milk"
2744,"banana,soap,bread"
2745,"cereal,apple,coffee,diaper"
2746,"watermelon,diaper,banana"
2747,"cheese,tomato,apple"
2748,"chicken,diaper"
2749,"nuts,beer,diaper,pasta"
2750,"butter,salt"
2751,"cola,garlic,orange"
2752,"butter,soap,bread,apple"
2753,potato
2754,"juice,yogurt"
2755,"salt,milk,orange,diaper"
2756,"milk,beer,bread,vinegar,cheese"
2757,"beef,apple"
2758,diaper
2759,"sugar,salt,diaper,chips,pasta"
2760,"milk,tea,bread,cereal,chocolate"
2761,"eggs,bread"
2762,"milk,cereal,diaper"
2763,"honey,chicken,lettuce,milk,bread"
2764,"cookies,toothpaste,apple"
2765,"cola,diaper,toothpaste,bread"
2766,"banana,napkin"
2767,"milk,cereal,cola"
2768,"juice,bread,tomato"
2769,"water,milk,apple,bread,almond_milk"
2770,"bread,apple,soap"
2771,"eggs,coffee"
2772,"milk,chocolate,bread,chips"
2773,"beer,apple,sugar"
2774,"chips,jam,ketchup"
2775,"toothpaste,mayonnaise,yogurt,milk"
2776,"honey,onion,milk"
2777,"lettuce,bread,flour"
2778,"milk,cola,bread,ketchup,butter,eggs"
2779,"chips,cereal,chocolate,apple"
2780,"eggs,apple,bread,chips,beer,tomato"
2781,"apple,bread,diaper"
2782,"bread,shampoo,cereal,apple"
2783,"rice,cereal,eggs,toothpaste,garlic,mayonnaise"
2784,"beer,cola"
2785,"milk,apple,napkin,potato"
2786,"cola,shampoo"
2787,"bread,chips"
2788,"diaper,bread,ketchup,chips"
2789,"rice,milk"
2790,"chicken,bread,chocolate"
2791,"bread,potato"
2792,"potato,diaper,beer"
2793,"bread,diaper"
2794,"napkin,eggs,bread,diaper"
2795,"mayonnaise,chocolate"
2796,"chicken,cola"
2797,chips
2798,"bread,diaper,carrot,cola"
2799,"apple,flour,tomato,bread,chips"
2800,"diaper,oil"
2801,"banana,apple,jam,toothpaste,napkin,bread"
2802,"orange,bread"
2803,cola
2804,"garlic,yogurt,milk,diaper,bread,cola"
2805,"eggs,banana,almond_milk,juice,onion,spinach"
2806,"diaper,beer,bread"
2807,"diaper,milk"
2808,"bread,diaper,juice"
2809,"cookies,cereal,coffee,bread,cola"
2810,"milk,cola,apple"
2811,"apple,bread,milk"
2812,"bread,garlic,beer"
2813,bread
2814,"chips,milk,soy_sauce"
2815,"beef,toothpaste,cola,bread"
2816,"milk,banana,honey,cola,chocolate,pasta"
2817,"bread,milk"
2818,"bread,tea,napkin,pasta,cola,diaper"
2819,"cookies,bread,potato,jam"
2820,"bread,chocolate"
2821,watermelon
2822,"shampoo,watermelon"
2823,milk
